Title,IMDB Rating,Genre
Fiddler on the Roof,8.0,"Drama, Family, Musical"
Fierce,7.8,Documentary
Fifty,6.0,"Drama, Romance"
Figaro Pho,6.6,"Animation, Comedy"
Figures of Speech,6.8,"Animation, Documentary, Short"
Filmworker,7.4,"Documentary, Biography"
Final Destination,6.7,"Horror, Thriller"
Final Destination 2,6.2,"Horror, Thriller"
Final Destination 3,5.8,"Horror, Mystery, Thriller"
Finally Found Someone,5.8,"Comedy, Romance"
Finding Agnes,4.8,Drama
Fire at Sea,N/A,"Short, Drama"
Fire in the Blood,7.7,"Documentary, History"
Firebrand,5.3,Drama
Fireflies,6.2,"Drama, Family"
Fireworks,7.0,"Short, Drama, Horror"
First Impression,4.9,Comedy
First Kill,5.0,"Action, Thriller"
First Kiss,3.9,"Comedy, Romance"
First Love,7.0,"Comedy, Musical"
First Match,6.4,"Drama, Sport"
First They Killed My Father,7.2,"Biography, Drama, History"
Firstborn,6.3,"Drama, Thriller"
Fisherman's Friends,7.0,"Comedy, Drama, Music"
Fishtail,6.7,"Documentary, Western"
Fitoor,5.4,"Drama, Romance"
Five Came Back,8.3,"Documentary, Biography, History"
Five Nights in Maine,4.7,Drama
Fiza,6.1,"Action, Crime, Drama"
Flash of Genius,7.0,"Biography, Drama"
Flock of Four,6.0,"Adventure, Comedy, Drama"
Follow Me,5.4,"Adventure, Horror, Mystery"
For Colored Girls,6.1,Drama
For Greater Glory: The True Story of Cristiada,6.6,"Drama, History, War"
For Here or to Go?,6.8,"Comedy, Drama"
For Love or Money,6.2,"Comedy, Drama, Romance"
For the Birds,8.0,"Animation, Short, Comedy"
Hosea: Prophet for the Broken-Hearted,N/A,"Short, Drama"
For the Love of Benji,6.0,"Adventure, Comedy, Drama"
For the Love of Spock,7.6,"Documentary, Biography"
For Your Own Good,N/A,"Short, Comedy"
Forbidden Games: The Justin Fashanu Story,6.5,Documentary
Forbidden Planet,7.6,"Action, Adventure, Sci-Fi"
Force 2,6.2,"Action, Adventure, Thriller"
Forensic,6.8,"Crime, Mystery, Thriller"
Forgive Us Our Debts,6.6,"Animation, Short, Family"
Forgotten,7.7,"Thriller, Crime"
Fortune Feimster: Sweet & Salty,6.9,Comedy
Four Christmases,5.7,"Comedy, Drama, Romance"
Four Sisters and a Wedding,7.3,"Comedy, Drama"
Four Weddings and a Funeral,7.1,"Comedy, Drama, Romance"
Fracture,7.2,"Crime, Drama, Thriller"
Fractured,6.4,"Mystery, Thriller"
Frances Ha,7.5,"Comedy, Drama, Romance"
Franco Escamilla: Bienvenido al Mundo,7.1,Comedy
Franco Escamilla: Por la anécdota,7.0,Comedy
Frank,7.0,"Comedy, Drama, Music"
"Frankenstein's Monster's Monster, Frankenstein",5.9,Comedy
Frat Star,3.6,"Comedy, Drama"
Freak Show,6.6,"Comedy, Drama"
Freaks,7.9,"Drama, Horror"
Freaks: You're One of Us,5.4,"Action, Drama, Fantasy"
Fred Claus,5.6,"Comedy, Family, Fantasy"
Free Fire,6.4,"Action, Comedy, Crime"
Free State of Jones,6.9,"Action, Biography, Drama"
Free Willy,6.0,"Adventure, Drama, Family"
Freej Al Taibeen,N/A,Comedy
Freeway: Crack in the System,7.1,"Documentary, Biography, Crime"
French Dirty,5.0,"Comedy, Drama"
French Toast,5.7,Romance
Freshman Year,5.2,Drama
Friday the 13th,6.4,"Horror, Mystery, Thriller"
Friend Request,5.3,"Horror, Mystery, Thriller"
Friendship,6.7,"Crime, Drama, Mystery"
From A to B,5.8,"Adventure, Comedy, Drama"
From Paris with Love,6.4,"Action, Crime, Thriller"
Froning: The Fittest Man in History,6.7,Documentary
Fronteras,3.9,Drama
Frozen Planet,9.0,Documentary
Frozen River,7.1,"Crime, Drama"
Fruitvale Station,7.5,"Biography, Crime, Drama"
Fukrey,6.9,"Comedy, Drama, Romance"
Fukrey Boyzzz: Space Mein Fukrapanti,N/A,"Animation, Comedy, Family"
Full Count,5.7,"Drama, Fantasy, Sport"
Full Out,6.4,"Biography, Drama, Family"
Full Out 2: You Got This!,4.8,Family
Fullmetal Alchemist: Premium Collection,7.6,"Animation, Action, Adventure, Comedy, Fantasy"
Blind Wave: Fullmetal Alchemist Brotherhood Reaction,N/A,Talk-Show
Fun Mom Dinner,5.3,Comedy
Funan,6.9,"Animation, Drama, History"
Funny Boy,5.8,Drama
Furie,5.6,"Drama, Horror, Thriller"
Furthest Witness,4.2,"Crime, Drama, Thriller"
Istanbul Kirmizisi,5.5,Drama
G-Force,5.1,"Animation, Action, Adventure"
Görümce,5.0,"Comedy, Family, Romance"
Gabbar Is Back,7.1,"Action, Comedy, Crime"
Gad Elmaleh: American Dream,7.2,Comedy
Gaga: Five Foot Two,7.0,"Documentary, Music"
Galih dan Ratna,6.6,"Drama, Romance"
Game of Thrones,9.2,"Action, Adventure, Drama"
Game Over,7.1,"Drama, Mystery, Thriller"
"Game Over, Man!",5.4,"Action, Comedy"
Gangaajal,7.8,"Action, Crime, Drama"
Gangs of New York,7.5,"Crime, Drama"
Gantz: O,7.1,"Animation, Action, Drama"
Garbage,3.4,"Drama, Thriller"
Gardeners of Eden,8.0,"Documentary, Adventure, Drama"
Garfield Gets Real,4.4,"Animation, Adventure, Comedy, Family, Fantasy"
Garfield's Fun Fest,4.4,"Animation, Adventure, Comedy, Family, Fantasy"
Garfield's Pet Force,4.2,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi"
Garfunkel and Oates: Trying to Be Special,7.4,"Comedy, Music"
Garuda di Dadaku,6.7,"Drama, Sport"
Gbomo Gbomo Express,5.1,Crime
Gehenna: Where Death Lives,5.0,"Horror, Mystery, Thriller"
Gelo,5.7,"Drama, Fantasy, Mystery"
Gemini,5.4,"Crime, Drama, Mystery"
Genius,6.6,"Biography, Drama"
George Lopez: We'll Do It for Half,5.6,Comedy
George of the Jungle 2,3.4,"Adventure, Comedy, Family"
Gerald's Game,6.5,"Drama, Horror, Thriller"
Geronimo Stilton,6.8,"Animation, Adventure, Comedy"
Get Him to the Greek,6.3,"Comedy, Music"
Get In,N/A,"Short, Comedy"
Get Me Roger Stone,7.3,"Documentary, Biography"
Get Santa,6.3,"Comedy, Family"
Get Smart,6.5,"Action, Adventure, Comedy"
The Getaway Plan: Move Along,N/A,"Short, Music"
Getting Played,4.7,"Comedy, Romance"
Ghadi,7.4,"Comedy, Drama, Family"
Ghanchakkar,5.8,"Comedy, Crime, Thriller"
Ghayal,7.6,"Action, Crime, Drama"
Ghost House,4.7,"Horror, Thriller"
Ghost of the Mountains,6.8,Documentary
Ghost in the Shell Arise: Border 1 - Ghost Pain,7.1,"Animation, Action, Sci-Fi"
Ghost Patrol,4.6,"Crime, Romance, Sci-Fi"
Ghost Rider,5.3,"Action, Fantasy, Thriller"
Ghost Stories,6.4,"Drama, Horror"
Ghost in the Shell Arise: Border 3 - Ghost Tears,7.2,"Animation, Action, Sci-Fi"
Ghost Whispers,N/A,"Adult, Comedy, Horror"
Ghosts of War,5.6,"Horror, Thriller, War"
Ghoul,7.1,"Drama, Fantasy, Horror"
Ghulam-E-Musthafa,6.6,"Action, Crime, Drama"
Gie,7.6,"Biography, Drama"
Gigi,6.7,"Comedy, Musical, Romance"
Gimme Shelter,7.8,"Documentary, Music, Thriller"
GIMS: On the Record,6.9,"Documentary, Music"
Ginger,3.9,"Action, Crime, Drama"
Ginny Weds Sunny,5.7,"Comedy, Drama, Romance"
Girl,7.1,Drama
Girl on the Third Floor,4.6,"Drama, Horror, Mystery"
"Girl, boy, bakla, tomboy",5.3,Comedy
Hâ luô shàonû: Girl's Revenge,5.6,Drama
Girlfriend's Day,5.2,"Comedy, Drama"
Girls und Panzer,7.5,"Animation, Action, Comedy"
Girls und Panzer der Film Special: Arisu War!,7.3,"Animation, Short, Comedy"
Girls with Balls,3.9,"Comedy, Horror"
Giving Voice,6.7,Documentary
Gnome Alone,5.6,"Animation, Adventure, Comedy"
Go! Go! Cory Carson: The Chrissy,6.8,"Animation, Short, Family"
God Bless the Broken Road,5.6,"Drama, Family, Romance"
God Knows Where I Am,7.3,"Documentary, Biography, Drama"
God of War,N/A,"Short, Action"
God's Not Dead,4.7,Drama
God's Not Dead: A Light in Darkness,4.5,Drama
God's Own Country,7.7,"Drama, Romance"
Godzilla,6.4,"Action, Adventure, Sci-Fi"
Goedam,5.8,"Short, Horror, Mystery"
Going for Gold,4.8,"Drama, Family, Sport"
GoldenEye,7.2,"Action, Adventure, Thriller"
Goldie,5.8,Drama
Goldstone,6.5,"Crime, Thriller"
Gollu Aur Pappu,3.7,Comedy
Golmaal Returns,5.1,"Comedy, Crime, Mystery"
Golmaal: Fun Unlimited,7.5,"Action, Comedy, Drama"
Gone Are the Days,5.2,"Drama, Western"
Agla Gonul,N/A,Drama
Good Burger,5.7,"Comedy, Family"
Good Hair,6.9,"Documentary, Comedy"
Good Kids,6.1,"Comedy, Drama"
Good Kill,6.4,"Drama, Thriller, War"
Good Kisser,4.3,"Comedy, Drama, Romance"
Good Luck,6.3,"Comedy, Drama"
Good Luck Chuck,5.6,"Comedy, Romance"
"Good Night, and Good Luck.",7.4,"Biography, Drama, History"
Good People,5.5,"Action, Crime, Thriller"
Good Sam,5.7,Comedy
Good Time,7.4,"Crime, Drama, Thriller"
Goodfellas,8.7,"Biography, Crime, Drama"
Gook,7.0,Drama
Goon,6.8,"Comedy, Drama, Sport"
Goon: Last of the Enforcers,5.8,"Comedy, Sport"
Goosebumps 2: Haunted Halloween,5.6,"Animation, Adventure, Comedy"
Gori Tere Pyaar Mein!,4.9,"Comedy, Drama, Romance"
Gosford Park,7.2,"Comedy, Drama, Mystery"
Gotham,7.8,"Action, Crime, Drama"
Gothika,5.8,"Horror, Mystery, Thriller"
Gour Hari Dastaan: The Freedom File,7.4,"Biography, Drama"
Gran Torino,8.1,Drama
Grand Masti,4.4,"Comedy, Drama, Thriller"
Grand-Daddy Day Care,4.9,"Comedy, Family"
Grandmaster,7.0,"Action, Thriller"
Grandmother's Farm,2.9,"Comedy, Horror, Mystery"
Grandmother's Farm Part 2,5.5,"Comedy, Horror, Thriller"
Grass,7.2,"Documentary, History"
Grease,7.2,"Musical, Romance"
Greater,7.4,"Biography, Family, Sport"
Green Room,7.0,"Horror, Thriller"
Greg Davies: You Magnificent Beast,7.2,Comedy
Grego Rossello: Disculpe Las Molestias,4.4,Comedy
Gridlocked,5.8,Action
The Grizzlies,7.5,"Biography, Drama"
Growing Up Wild,7.2,Documentary
Guest House,4.4,Comedy
Guilty,5.4,"Drama, Thriller"
Gumrah,6.2,"Action, Crime, Drama"
Guna 369,6.3,"Action, Drama"
Gunjan Saxena: The Kargil Girl,5.3,"Action, Biography, Drama"
Gurgaon,6.5,"Crime, Thriller"
Guru,7.7,Drama
Guzaarish,7.5,"Drama, Romance"
Héroes,7.2,"Comedy, Drama, Family"
Hükümet Kadin,6.5,Comedy
Hükümet Kadin 2,6.1,Comedy
Haani,7.0,"Family, Romance"
Habibie & Ainun,7.6,"Biography, Drama, Romance"
Hadi Insallah,5.4,Comedy
Haider,8.1,"Action, Crime, Drama"
"Hail, Caesar!",6.3,"Comedy, Drama, Music"
Hairspray,6.7,"Comedy, Drama, Musical"
Hakkunde,6.4,"Comedy, Drama"
Half Girlfriend,4.4,"Drama, Romance"
Halkaa,7.2,"Drama, Family"
Halo Legends,6.6,"Animation, Action, Adventure, Sci-Fi"
Halo: The Fall of Reach,5.7,"Animation, Action, Adventure"
Hamara Dil Aapke Paas Hai,5.6,"Action, Drama, Romance"
Hamburger Hill,6.7,"Action, Drama, Thriller"
Hamid,7.8,Drama
Hamza's suitcase,4.1,"Comedy, Crime"
Handsome Devil,7.1,"Comedy, Drama, Sport"
Handsome: A Netflix Mystery Movie,5.2,"Comedy, Mystery"
Hangman,5.2,"Crime, Drama, Mystery"
Hannah Gadsby: Douglas,7.9,Comedy
Hannah Gadsby: Nanette,8.3,"Documentary, Comedy"
Hannibal Buress: Comedy Camisado,6.6,Comedy
Hans Zimmer: Live in Prague,9.1,"Documentary, Music"
Hantu Kak Limah,6.1,"Comedy, Horror"
Happy Anniversary,5.7,Comedy
Happy Go Lucky,6.2,"Comedy, Musical, Romance"
Happy Hunting,5.1,"Horror, Western"
Happy New Year,5.0,"Action, Comedy, Crime"
Happy Old Year,7.2,"Drama, Romance"
Happy Times,5.7,"Action, Comedy, Horror"
Haraamkhor,6.4,"Drama, Romance"
Hard Kill,3.3,"Action, Thriller"
Five Hard Lessons,N/A,"Short, Comedy, Drama, Family"
Hard Tide,5.0,"Drama, Thriller"
Hardcore Henry,6.7,"Action, Adventure, Sci-Fi"
Hari Kondabolu: Warn Your Relatives,6.4,Comedy
Harishchandrachi Factory,8.4,"Biography, Comedy, Drama"
Harith Iskander: I Told You So,4.5,Comedy
Harold,5.5,Comedy
Harold,5.5,Comedy
Harold and Lillian: A Hollywood Love Story,8.0,"Documentary, Biography"
Harriet the Spy: Blog Wars,4.7,"Comedy, Family"
Harry Benson: Shoot First,7.3,Documentary
Harud,6.4,Drama
Hasee Toh Phasee,6.8,"Comedy, Romance"
Haseena Maan Jaayegi,6.2,"Action, Comedy, Romance"
Hattrick,5.8,"Drama, Thriller"
Haunting on Fraternity Row,3.9,"Horror, Mystery, Thriller"
Have a Good Trip: Adventures in Psychedelics,6.8,"Documentary, Comedy"
Have You Seen the Listers?,6.7,Documentary
Havenhurst,4.8,"Horror, Mystery, Thriller"
Hawaizaada,5.5,"Biography, Drama"
Hayat Öpücügü,5.9,"Comedy, Drama, Romance"
Haywire,5.8,"Action, Drama, Thriller"
Hazaaron Khwaishein Aisi,7.9,Drama
He Named Me Malala,7.0,"Documentary, Biography"
He Never Died,6.4,"Comedy, Drama, Fantasy"
He's Out There,5.3,"Horror, Thriller"
Head Count,5.4,"Horror, Mystery, Thriller"
Head On,6.6,"Drama, Romance"
Headshot,6.4,"Action, Drama, Thriller"
Headwinds,6.6,"Animation, Short"
Heal,7.0,Documentary
Heartbreakers,6.2,"Comedy, Crime, Romance"
Heartthrob,5.4,"Drama, Romance, Thriller"
Heaven Without People,7.6,Drama
Bobby the Hedgehog,4.2,Animation
Helios,N/A,Short
Hell and Back,5.4,"Animation, Adventure, Comedy"
Hell or High Water,7.6,"Action, Crime, Drama"
Hellboy,6.8,"Action, Fantasy"
Hello Brother,4.7,"Action, Comedy, Fantasy"
"Hello, Love, Goodbye",7.3,"Drama, Romance"
"Hello, Privilege. It's Me, Chelsea",4.4,Documentary
Hemlock Grove,7.1,"Drama, Fantasy, Horror"
Heneral Luna,7.5,"Action, Biography, History"
Her,8.0,"Drama, Romance, Sci-Fi"
Her Only Choice,5.4,Drama
Hera Pheri,8.2,"Action, Comedy, Crime"
Here Alone,5.6,"Drama, Horror, Sci-Fi"
Héritages,N/A,"Short, Drama"
Hero,6.5,"Comedy, Drama, Romance"
Heroes Wanted,6.6,"Short, Drama"
Heroine,5.1,Drama
Hickok,4.7,Western
Hidden in Plain Sight,4.3,Thriller
Hide,5.3,"Action, Crime, Drama"
Hide and Seek,6.0,"Drama, Horror, Mystery"
High,9.0,"Crime, Drama, Thriller"
High,9.0,"Crime, Drama, Thriller"
High,9.0,"Crime, Drama, Thriller"
High,9.0,"Crime, Drama, Thriller"
High Flying Bird,6.2,"Drama, Sport"
High Society,7.0,"Comedy, Musical, Romance"
Highway,7.6,"Crime, Drama, Romance"
Hillbilly Elegy,6.7,Drama
Himmatwala,1.7,"Action, Comedy, Drama"
His House,6.5,"Drama, Horror, Thriller"
Hisss,2.9,"Comedy, Drama, Horror"
History of Joy,5.1,Drama
Hit,7.7,"Action, Crime, Drama"
Hitch,6.6,"Comedy, Romance"
Hjørdis,7.2,Family
Ho Mann Jahaan,7.1,"Drama, Music, Musical"
Hoff the Record,7.0,Comedy
Hokkabaz,7.4,"Comedy, Drama"
Hold the Dark,5.6,"Action, Drama, Thriller"
Holding the Man,7.4,"Biography, Drama, Romance"
Hole in the Wall,8.9,Horror
Holidate,6.1,"Comedy, Romance"
Holiday Rush,4.9,"Comedy, Drama, Family"
Holidays,5.1,"Fantasy, Horror, Mystery"
Holly Star,5.2,Comedy
Holy Man 2,N/A,N/A
Holy Man 3,N/A,N/A
Hombanna,8.2,Drama
Home Is Where the Killer Is,4.4,Thriller
Hometown Holiday,5.1,Romance
Honey 2,5.3,"Comedy, Drama, Music"
Honey: Rise Up and Dance,5.1,"Drama, Music"
Honeymoon Travels Pvt. Ltd.,6.1,"Comedy, Drama, Romance"
Honeytrap,5.9,"Crime, Drama, Romance"
Hoodwinked Too! Hood vs. Evil,4.7,"Animation, Adventure, Comedy"
Hook,6.8,"Adventure, Comedy, Family"
Hop,5.4,"Animation, Adventure, Comedy"
Hope Aur Hum,6.3,"Comedy, Drama, Family"
Hope Springs Eternal,4.8,"Comedy, Drama"
HOPE one in a billion,5.1,Documentary
Horns,6.5,"Comedy, Crime, Drama"
Horrid Henry's Gross Day Out,6.1,"Animation, Action, Adventure"
Horror Story,4.2,Horror
Horse Girl,6.0,"Drama, Mystery, Thriller"
Hostiles,7.2,"Drama, Western"
Hot Bot,3.4,"Comedy, Sci-Fi"
Hot Gimmick: Girl Meets Boy,4.5,Drama
Hot Property,4.1,Comedy
Hot Rod,6.7,"Comedy, Sport"
Hotel for Dogs,5.4,"Comedy, Family"
Hotel Transylvania 3: Summer Vacation,6.3,"Animation, Adventure, Comedy"
House Arrest,5.8,"Comedy, Family"
House at the End of the Street,5.6,"Drama, Horror, Thriller"
House of the Witch,4.3,"Fantasy, Horror, Mystery, Thriller"
House of Z,6.8,Documentary
"Houston, We Have a Problem",7.9,"Documentary, History"
How High 2,3.0,Comedy
How It Ends,5.0,"Action, Drama, Mystery"
How the Beatles Changed the World,6.8,"Documentary, History, Music"
How the Grinch Stole Christmas,6.2,"Comedy, Family, Fantasy"
How to Be a Latin Lover,6.0,"Comedy, Drama"
How to Be a Player,5.4,Comedy
How to Make an American Quilt,6.3,"Comedy, Drama, Romance"
How to Stage a Coup,6.0,Documentary
How to Train Your Dragon 2,7.8,"Animation, Action, Adventure"
Howards End,7.4,"Drama, Romance"
Hridaynath,4.6,Action
Hubie Halloween,5.2,"Comedy, Mystery"
Hugo,7.5,"Drama, Family, Fantasy"
Hulk Vs.,7.0,"Animation, Action, Adventure, Fantasy, Sci-Fi"
Hum Aapke Hain Koun..!,7.5,"Comedy, Drama, Musical"
Hum Saath-Saath Hain,6.3,"Drama, Musical"
Humko Deewana Kar Gaye,5.2,"Drama, Romance"
Humpty Sharma Ki Dulhania,6.0,"Comedy, Drama, Romance"
Hungerford,3.8,"Action, Horror, Sci-Fi"
Hunt for the Wilderpeople,7.9,"Adventure, Comedy, Drama"
Hunt to Kill,5.2,"Action, Thriller"
The Hunter's Prayer,5.6,"Action, Thriller"
Hunterrr,7.0,"Comedy, Romance"
Hurricane Bianca,5.9,"Comedy, Drama"
Hurricane Bianca: From Russia with Hate,4.8,Comedy
Husbands in Goa,3.7,Comedy
Hush,6.6,"Horror, Thriller"
Hustle,8.1,"Crime, Drama, Mystery"
I Am,7.5,Documentary
I Am Bolt,7.1,"Documentary, Biography, Sport"
I Am Jane Doe,6.8,Documentary
I Am Jonas,7.0,"Drama, Mystery, Romance"
I Am Kalam,8.0,"Comedy, Drama, Family"
I Am Maris: Portrait of a Young Yogi,7.1,Documentary
I Am Michael,5.6,"Biography, Drama, Romance"
I Am Mother,6.7,"Drama, Mystery, Sci-Fi"
I Am Not Your Negro,7.9,"Documentary, History"
I Am the Pretty Thing That Lives in the House,4.6,"Drama, Horror, Mystery"
I Am Vengeance,5.7,"Crime, Thriller"
I Am Vengeance: Retaliation,3.4,Action
I Am Woman,6.5,"Biography, Drama, Music"
I Am Wrath,5.4,"Action, Thriller"
I Don't Feel at Home in This World Anymore,6.9,"Comedy, Crime, Drama"
I Don't Know How She Does It,5.0,"Comedy, Romance"
I Hate Luv Storys,5.6,"Comedy, Drama, Romance"
I Will Follow,6.0,Drama
"I, Daniel Blake",7.9,Drama
I'll See You in My Dreams,6.7,"Comedy, Drama, Romance"
I'll Sleep When I'm Dead,5.8,"Crime, Drama, Mystery"
Brent Morin: I'm Brent Morin,6.6,Comedy
I'm in Love with a Church Girl,4.4,"Crime, Drama, Romance"
I'm Thinking of Ending Things,6.6,"Drama, Thriller"
Ibiza,5.2,"Comedy, Romance"
iBoy,6.0,"Action, Crime, Sci-Fi"
Icarus,7.9,"Documentary, Sport"
Ice Guardians,7.5,"Documentary, Sport"
Iceman,6.1,"Drama, Sci-Fi"
Ideachi Kalpana,5.8,Comedy
Igor,6.0,"Animation, Comedy, Family"
III Smoking Barrels,6.6,Drama
Iliza Shlesinger: Confirmed Kills,6.6,Comedy
Iliza Shlesinger: Unveiled,6.5,Comedy
Iliza Shlesinger: War Paint,6.7,Comedy
Imagine That,5.6,"Comedy, Drama, Family"
Imago,6.7,"Animation, Short"
Imperfect,8.9,Comedy
Imperial Dreams,6.7,Drama
In a Valley of Violence,6.0,"Action, Western"
In Darkness,5.8,"Mystery, Thriller"
In Defense of a Married Man,5.6,"Crime, Drama"
In Line,6.1,Drama
In Paradox,5.1,"Mystery, Thriller"
In Search of Fellini,6.2,"Adventure, Biography, Drama"
In the Deep,6.7,"Short, Drama, Family"
In the Shadow of the Moon,6.2,"Crime, Mystery, Sci-Fi"
In the Tall Grass,5.4,"Horror, Mystery, Sci-Fi"
In This Corner of the World,5.2,Drama
Incarnate,5.3,"Horror, Thriller"
Inception,8.8,"Action, Adventure, Sci-Fi"
Incir Reçeli 2,6.0,"Drama, Romance"
Incoming,3.3,"Action, Sci-Fi, Thriller"
Incomplete,5.6,Drama
Inconceivable,5.2,"Drama, Thriller"
Lagaan: Once Upon a Time in India,8.1,"Drama, Musical, Sport"
Indian Horse,7.3,"Drama, Sport"
Indiana Jones and the Kingdom of the Crystal Skull,6.1,"Action, Adventure"
Indiana Jones and the Last Crusade,8.2,"Action, Adventure"
Indiana Jones and the Temple of Doom,7.5,"Action, Adventure"
Indiscretion,4.9,"Crime, Drama, Romance"
Inequality for All,8.0,Documentary
Inglourious Basterds,8.3,"Adventure, Drama, War"
Initial D: First Stage,8.4,"Animation, Action, Comedy"
Inkaar,6.0,"Drama, Romance, Thriller"
Inkheart,6.1,"Adventure, Family, Fantasy"
Innocent,7.4,"Crime, Drama, Mystery"
Insan,4.7,"Action, Crime, Drama"
Inside Man: Most Wanted,5.6,"Action, Crime, Thriller"
Insidious,6.8,"Horror, Mystery, Thriller"
Instructions Not Included,7.9,"Comedy, Romance"
Internet Famous,3.6,Comedy
Interrogation,5.0,"Action, Thriller"
Interview with a Serial Killer,5.9,"Documentary, Crime"
Into the Forest,5.8,"Drama, Thriller"
Into the Inferno,7.2,Documentary
Into the Wild,8.1,"Adventure, Biography, Drama"
Intuition,3.3,Thriller
Invictus,7.3,"Biography, Drama, History"
Invisible,6.0,Drama
Inxeba,6.8,"Drama, Romance"
IO,4.7,"Adventure, Drama, Sci-Fi"
Ip Man,8.0,"Action, Biography, Drama"
Iqbal,8.1,"Drama, Sport"
Irada Pakka,5.6,"Comedy, Drama"
Iron Cowboy: The Story of the 50.50.50,6.6,"Documentary, Sport"
Iron Man,7.9,"Action, Adventure, Sci-Fi"
Irreplaceable You,6.4,"Comedy, Drama, Romance"
"Isa pa, with feelings",7.8,"Comedy, Romance"
Ishq Vishk,6.0,"Comedy, Romance"
Ishqedarriyaan,4.9,Romance
Ishqiya,7.3,"Comedy, Drama, Romance"
Isi,N/A,Short
Isoken,6.5,Romance
Issaq,4.5,"Drama, Romance"
It Comes at Night,6.2,"Horror, Mystery, Sci-Fi"
It Takes a Man and a Woman,6.8,"Comedy, Drama, Romance"
It Takes Two,5.9,"Comedy, Family, Romance"
It's Her Day,6.5,Comedy
It's Now or Never,6.4,"Comedy, Documentary, Short"
Ittefaq,7.3,"Crime, Mystery, Thriller"
Iverson,7.1,"Documentary, Biography, Sport"
Iyore,7.2,Drama
Jaal,7.3,"Crime, Thriller"
Jaan-E-Mann: Let's Fall in Love... Again,6.1,"Comedy, Drama, Musical"
Jaane Tu... Ya Jaane Na,7.5,"Comedy, Drama, Romance"
Jab Harry Met Sejal,5.3,"Comedy, Drama, Romance"
Jab We Met,7.9,"Comedy, Drama, Romance"
Jack Taylor,7.5,"Crime, Drama"
Jack Whitehall: At Large,6.9,Comedy
Jack Whitehall: Christmas with My Father,5.9,"Documentary, Comedy"
Jack Whitehall: I'm Only Joking,6.6,Comedy
Jackie Brown,7.5,"Crime, Drama, Thriller"
Jackpot,2.0,"Comedy, Thriller"
Jacob's Ladder,7.5,"Drama, Horror, Mystery"
Jada,5.6,"Drama, Sport"
Jag älskar dig - En skilsmässokomedi,4.7,"Comedy, Drama, Romance"
Jagat,7.0,"Crime, Drama, Family"
Jagga Jasoos,6.5,"Action, Adventure, Comedy"
Jai Mummy Di,3.7,"Comedy, Drama, Romance"
Jail,6.2,Drama
Jailbreak,5.5,"Action, Comedy"
Jal,6.7,Drama
Jalpari: The Desert Mermaid,7.1,"Drama, Family, Mystery"
James Acaster: Repertoire,8.5,Comedy
Jamtara: Sabka Number Ayega,7.3,Crime
Janaan,7.0,"Drama, Musical, Romance"
Jani Dueñas: Grandes fracasos de ayer y hoy,4.8,Comedy
Jarhead: Law of Return,5.7,"Action, Drama, War"
Jatt James Bond,6.7,Comedy
Jatts in Golmaal,6.3,Comedy
Jay and Silent Bob Strike Back,6.8,Comedy
Jefe,5.4,Comedy
Jeff Dunham: All Over the Map,7.1,Comedy
Jeff Dunham: Arguing with Myself,8.0,Comedy
Jeff Dunham: Beside Himself,6.9,Comedy
Jeff Dunham: Controlled Chaos,7.5,Comedy
Jeff Dunham: Minding the Monsters,7.1,Comedy
Jeff Dunham: Relative Disaster,6.4,Comedy
Jeff Dunham: Unhinged in Hollywood,6.7,Comedy
Jeff Dunham's Very Special Christmas Special,7.5,Comedy
Jeff Garlin: Our Man in Chicago,5.9,Comedy
Jem and the Holograms,4.2,"Adventure, Drama, Family"
Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),6.8,Comedy
Jen Kirkman: Just Keep Livin?,6.7,Comedy
Jenny Slate: Stage Fright,5.9,"Comedy, Reality-TV"
Jeremiah Tower: The Last Magnificent,6.5,"Documentary, Biography"
Jeremy Scott: The People's Designer,6.5,"Documentary, Biography"
Jerry Before Seinfeld,7.0,Comedy
Jerry Seinfeld: 23 Hours to Kill,6.7,Comedy
Jerry Seinfeld: 'I'm Telling You for the Last Time',7.9,Comedy
Jersey Boys,6.8,"Biography, Drama, Music"
Jessica Darling's It List,5.4,Family
Jesus: Countdown to Calvary,7.0,"Documentary, Fantasy"
Jewel's Catch One,6.7,Documentary
Jezebel,7.5,"Drama, Romance"
Jhankaar Beats,7.2,"Comedy, Music, Romance"
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",7.7,Documentary
Jim Gaffigan: Beyond the Pale,7.9,"Documentary, Comedy"
Jim Gaffigan: Cinco,7.1,Comedy
Jim Gaffigan: King Baby,7.8,"Documentary, Comedy"
Jim Gaffigan: Mr. Universe,7.8,"Documentary, Comedy"
Jim Gaffigan: Obsessed,7.6,"Documentary, Comedy"
Jim Jefferies: BARE,8.1,Comedy
Jim Jefferies: Freedumb,7.7,Comedy
Jim Jefferies: This Is Me Now,7.4,Comedy
Jim Norton: Mouthful of Shame,6.8,Comedy
Jimi Hendrix,7.8,"Documentary, Biography, Music"
Jimmy Carr: Funny Business,7.2,Comedy
Jimmy Neutron: Boy Genius,6.0,"Animation, Action, Adventure"
Jindua,6.5,Family
Jingle Jangle: A Christmas Journey,6.5,"Family, Fantasy, Musical"
Jinxed,6.5,"Comedy, Family"
Jiro Dreams of Sushi,7.9,Documentary
